vendor_id,num_passengers,tip,price,dropoff_time,pickup_time,distance
2,5,0.0,6.8,2018-11-01 04:15:14,2018-11-01 04:10:50,1.01
1,1,6.5,39.06,2018-11-01 04:28:13,2018-11-01 04:11:04,8.9
2,1,0.0,6.8,2018-11-01 04:14:36,2018-11-01 04:11:14,1.05
1,2,0.0,52.8,2018-11-01 04:47:03,2018-11-01 04:11:17,16.8
1,1,3.3,16.6,2018-11-01 04:23:07,2018-11-01 04:11:40,3.1
2,5,5.0,47.06,2018-11-01 04:33:40,2018-11-01 04:11:40,12.33
2,2,9.26,55.56,2018-11-01 04:46:09,2018-11-01 04:11:42,14.99
1,1,3.42,26.22,2018-11-01 04:30:31,2018-11-01 04:12:05,6.9
1,1,0.0,23.8,2018-11-01 04:24:38,2018-11-01 04:12:05,7.7
1,1,2.15,12.95,2018-11-01 04:22:09,2018-11-01 04:12:22,2.1
1,1,0.0,19.3,2018-11-01 04:29:16,2018-11-01 04:12:28,5.0
2,5,0.0,10.3,2018-11-01 04:20:05,2018-11-01 04:12:46,2.19
2,5,8.78,67.34,2018-11-01 04:46:27,2018-11-01 04:12:52,21.01
2,1,0.0,25.3,2018-11-01 04:42:32,2018-11-01 04:13:03,6.39
2,1,0.0,13.3,2018-11-01 04:25:11,2018-11-01 04:13:06,3.33
1,2,2.0,18.3,2018-11-01 04:30:11,2018-11-01 04:13:51,3.7
1,1,3.15,18.95,2018-11-01 04:31:39,2018-11-01 04:13:51,3.5
1,1,6.0,40.8,2018-11-01 04:38:10,2018-11-01 04:14:00,11.7
1,1,2.0,9.3,2018-11-01 04:18:09,2018-11-01 04:14:35,1.2
2,2,0.0,8.8,2018-11-01 04:22:08,2018-11-01 04:14:40,1.61
2,1,0.0,10.3,2018-11-01 04:24:03,2018-11-01 04:14:45,2.0
1,1,0.0,22.8,2018-11-01 04:33:53,2018-11-01 04:14:48,6.6
1,1,2.0,20.8,2018-11-01 04:26:54,2018-11-01 04:14:48,5.5
2,1,0.0,24.3,2018-11-01 04:39:02,2018-11-01 04:15:35,6.65
2,1,1.16,6.96,2018-11-01 04:19:33,2018-11-01 04:15:40,0.54
1,1,0.0,18.8,2018-11-01 04:33:39,2018-11-01 04:16:03,4.8
2,1,6.58,32.88,2018-11-01 04:44:46,2018-11-01 04:16:16,6.65
1,1,0.0,4.8,2018-11-01 04:17:21,2018-11-01 04:16:17,0.4
1,1,0.0,19.8,2018-11-01 04:32:32,2018-11-01 04:16:26,6.0
2,1,1.06,6.36,2018-11-01 04:18:53,2018-11-01 04:16:27,0.52
2,1,0.0,29.8,2018-11-01 04:47:24,2018-11-01 04:16:33,8.39
2,1,0.0,6.3,2018-11-01 04:20:25,2018-11-01 04:17:00,0.99
1,2,1.0,37.3,2018-11-01 04:43:03,2018-11-01 04:17:08,12.2
2,3,3.09,13.39,2018-11-01 04:24:04,2018-11-01 04:17:09,2.27
2,2,0.0,11.8,2018-11-01 04:26:02,2018-11-01 04:17:23,2.9
1,1,0.0,11.8,2018-11-01 04:28:48,2018-11-01 04:17:26,2.5
2,1,0.0,16.3,2018-11-01 04:36:52,2018-11-01 04:17:30,3.56
2,5,1.46,8.76,2018-11-01 04:22:50,2018-11-01 04:17:34,1.09
2,2,0.0,21.8,2018-11-01 04:34:40,2018-11-01 04:17:42,6.47
1,1,1.45,8.75,2018-11-01 04:23:35,2018-11-01 04:17:48,0.9
2,1,0.0,21.3,2018-11-01 04:33:49,2018-11-01 04:17:48,6.05
1,1,0.0,11.8,2018-11-01 04:27:24,2018-11-01 04:18:22,3.1
2,1,0.0,26.06,2018-11-01 04:42:13,2018-11-01 04:18:26,5.16
1,1,0.0,21.8,2018-11-01 04:37:33,2018-11-01 04:18:30,6.1
1,2,0.0,46.3,2018-11-01 04:55:18,2018-11-01 04:18:39,15.4
2,1,0.0,6.3,2018-11-01 04:23:18,2018-11-01 04:18:43,0.78
1,1,7.0,74.8,2018-11-01 04:51:48,2018-11-01 04:18:46,13.0
1,1,0.0,22.3,2018-11-01 04:41:24,2018-11-01 04:19:05,5.6
2,2,0.0,42.56,2018-11-01 04:44:00,2018-11-01 04:19:25,12.74
2,2,0.0,4.3,2018-11-01 04:20:35,2018-11-01 04:19:26,0.29
2,1,2.19,9.49,2018-11-01 04:23:57,2018-11-01 04:19:31,1.18
1,1,0.0,63.8,2018-11-01 05:05:17,2018-11-01 04:19:54,22.3
2,1,0.0,5.3,2018-11-01 04:23:23,2018-11-01 04:20:16,0.55
1,1,0.0,4.3,2018-11-01 04:22:06,2018-11-01 04:20:17,0.0
2,1,0.0,9.3,2018-11-01 04:27:25,2018-11-01 04:20:19,1.92
2,1,0.98,10.78,2018-11-01 04:29:42,2018-11-01 04:20:36,1.77
2,1,0.0,27.8,2018-11-01 04:49:19,2018-11-01 04:20:40,7.58
2,1,0.0,7.3,2018-11-01 04:26:04,2018-11-01 04:20:46,1.26
1,2,1.45,8.75,2018-11-01 04:26:05,2018-11-01 04:20:53,1.2
2,1,5.0,31.8,2018-11-01 04:42:00,2018-11-01 04:21:02,7.88
1,1,0.0,16.3,2018-11-01 04:34:13,2018-11-01 04:21:09,4.7
2,1,1.95,9.75,2018-11-01 04:27:55,2018-11-01 04:21:21,1.17
1,1,0.95,5.75,2018-11-01 04:23:14,2018-11-01 04:21:30,0.4
2,1,6.16,36.96,2018-11-01 04:43:59,2018-11-01 04:21:31,9.57
2,1,0.0,11.8,2018-11-01 04:31:37,2018-11-01 04:21:37,2.61
2,1,1.0,8.8,2018-11-01 04:27:49,2018-11-01 04:21:42,1.02
2,1,0.0,18.3,2018-11-01 04:39:17,2018-11-01 04:22:00,4.69
2,2,2.8,9.1,2018-11-01 04:24:40,2018-11-01 04:22:08,1.04
2,1,0.0,14.3,2018-11-01 04:34:33,2018-11-01 04:22:11,3.45
1,2,0.01,8.81,2018-11-01 04:27:16,2018-11-01 04:22:13,1.8
2,5,0.0,31.8,2018-11-01 04:51:33,2018-11-01 04:22:16,9.15
1,1,2.15,12.95,2018-11-01 04:31:11,2018-11-01 04:22:19,2.4
1,1,4.75,28.55,2018-11-01 04:37:15,2018-11-01 04:22:21,7.2
2,1,4.0,62.56,2018-11-01 04:50:55,2018-11-01 04:22:21,17.7
1,1,0.88,9.68,2018-11-01 04:28:22,2018-11-01 04:22:23,1.7
1,1,0.0,5.3,2018-11-01 04:23:52,2018-11-01 04:22:23,0.6
1,2,2.0,45.3,2018-11-01 04:53:39,2018-11-01 04:22:55,14.8
2,5,1.16,6.96,2018-11-01 04:26:45,2018-11-01 04:23:04,0.9
2,1,1.16,6.96,2018-11-01 04:26:44,2018-11-01 04:23:08,0.67
2,1,2.96,17.76,2018-11-01 04:39:57,2018-11-01 04:23:16,3.16
2,5,0.0,8.3,2018-11-01 04:28:43,2018-11-01 04:23:29,1.7
1,1,0.0,43.3,2018-11-01 05:01:54,2018-11-01 04:23:36,14.0
1,1,1.0,11.3,2018-11-01 04:32:37,2018-11-01 04:24:11,2.1
1,1,2.15,12.95,2018-11-01 04:34:54,2018-11-01 04:24:12,1.7
1,1,3.95,23.75,2018-11-01 04:41:45,2018-11-01 04:24:20,5.6
1,0,8.0,53.3,2018-11-01 04:24:55,2018-11-01 04:24:26,0.0
1,3,0.0,4.8,2018-11-01 04:27:13,2018-11-01 04:24:30,0.1
2,2,0.0,18.3,2018-11-01 04:41:05,2018-11-01 04:24:34,5.08
1,3,1.0,13.8,2018-11-01 04:34:06,2018-11-01 04:24:38,3.3
1,2,3.95,23.75,2018-11-01 04:40:21,2018-11-01 04:24:52,5.5
1,1,4.05,24.35,2018-11-01 04:25:26,2018-11-01 04:24:59,0.0
1,1,1.36,8.16,2018-11-01 04:29:06,2018-11-01 04:25:11,1.2
2,1,2.2,30.0,2018-11-01 04:44:59,2018-11-01 04:25:19,8.89
2,5,3.06,18.36,2018-11-01 04:39:15,2018-11-01 04:25:21,3.53
2,2,1.36,8.16,2018-11-01 04:28:58,2018-11-01 04:25:31,1.38
2,2,0.0,8.3,2018-11-01 04:32:21,2018-11-01 04:25:37,1.5
1,1,0.0,16.3,2018-11-01 04:41:45,2018-11-01 04:25:42,3.9
1,2,5.0,29.3,2018-11-01 04:51:06,2018-11-01 04:26:11,6.9
1,1,0.0,6.8,2018-11-01 04:30:43,2018-11-01 04:26:19,1.0
2,1,6.06,36.36,2018-11-01 04:46:12,2018-11-01 04:26:24,10.21
2,1,0.0,13.8,2018-11-01 04:37:28,2018-11-01 04:26:27,3.7
2,1,25.0,77.8,2018-11-01 04:56:39,2018-11-01 04:26:44,19.65
2,2,0.0,32.8,2018-11-01 05:02:55,2018-11-01 04:27:05,9.33
1,1,0.0,13.3,2018-11-01 04:39:24,2018-11-01 04:27:11,3.0
2,6,1.86,11.16,2018-11-01 04:34:16,2018-11-01 04:27:19,2.0
2,3,1.0,6.3,2018-11-01 04:29:27,2018-11-01 04:27:25,0.51
2,5,0.0,34.3,2018-11-01 04:51:01,2018-11-01 04:28:05,11.45
2,5,1.36,8.16,2018-11-01 04:34:13,2018-11-01 04:28:17,0.99
2,3,1.46,8.76,2018-11-01 04:31:52,2018-11-01 04:28:29,1.39
1,1,7.2,43.26,2018-11-01 04:48:16,2018-11-01 04:28:32,9.8
1,1,9.02,45.08,2018-11-01 04:50:28,2018-11-01 04:28:34,9.8
2,1,0.0,24.3,2018-11-01 04:43:22,2018-11-01 04:28:39,7.69
1,2,0.0,13.3,2018-11-01 04:40:34,2018-11-01 04:28:55,3.2
1,1,2.85,17.15,2018-11-01 04:40:19,2018-11-01 04:29:14,3.5
2,5,0.0,20.3,2018-11-01 04:47:33,2018-11-01 04:29:24,6.02
2,2,0.0,0.0,2018-11-01 04:29:31,2018-11-01 04:29:29,0.0
1,1,6.45,38.75,2018-11-01 04:49:25,2018-11-01 04:29:48,10.8
2,1,8.14,40.7,2018-11-01 04:45:15,2018-11-01 04:29:55,8.97
1,1,0.0,10.3,2018-11-01 04:36:39,2018-11-01 04:29:55,2.4
2,4,1.96,11.76,2018-11-01 04:38:14,2018-11-01 04:29:58,1.85
2,1,1.0,14.3,2018-11-01 04:43:31,2018-11-01 04:30:03,2.65
1,1,6.09,26.39,2018-11-01 04:52:36,2018-11-01 04:30:17,5.0
2,6,1.0,12.3,2018-11-01 04:42:38,2018-11-01 04:30:37,2.41
1,1,5.3,31.86,2018-11-01 04:42:40,2018-11-01 04:31:08,6.8
2,2,1.86,11.16,2018-11-01 04:38:57,2018-11-01 04:31:08,1.75
2,1,3.82,19.12,2018-11-01 04:42:12,2018-11-01 04:31:16,4.58
2,1,1.36,8.16,2018-11-01 04:36:47,2018-11-01 04:31:33,0.89
2,1,0.0,9.3,2018-11-01 04:39:37,2018-11-01 04:31:39,1.51
2,1,0.0,5.8,2018-11-01 04:36:09,2018-11-01 04:31:53,0.18
2,6,0.0,18.3,2018-11-01 04:49:41,2018-11-01 04:32:10,4.67
1,1,1.0,12.8,2018-11-01 04:43:32,2018-11-01 04:32:12,2.5
2,1,2.5,15.8,2018-11-01 04:42:21,2018-11-01 04:32:22,3.54
2,1,6.61,39.67,2018-11-01 04:47:46,2018-11-01 04:32:56,9.16
2,2,0.0,6.3,2018-11-01 04:36:58,2018-11-01 04:33:03,0.77
2,1,0.0,4.8,2018-11-01 04:34:37,2018-11-01 04:33:11,0.27
2,1,5.48,42.04,2018-11-01 04:54:25,2018-11-01 04:33:27,10.3
1,1,7.3,43.86,2018-11-01 04:54:30,2018-11-01 04:33:44,10.0
1,1,0.0,21.3,2018-11-01 04:50:04,2018-11-01 04:33:50,6.1
2,1,0.0,13.8,2018-11-01 04:55:05,2018-11-01 04:34:13,0.08
2,4,3.16,18.96,2018-11-01 04:51:52,2018-11-01 04:34:24,3.58
2,1,5.66,33.96,2018-11-01 05:05:27,2018-11-01 04:34:26,7.57
2,2,0.0,10.3,2018-11-01 04:42:46,2018-11-01 04:34:36,2.15
2,1,2.19,9.49,2018-11-01 04:39:31,2018-11-01 04:34:39,1.36
2,6,0.0,12.3,2018-11-01 04:52:52,2018-11-01 04:34:42,2.65
2,1,2.56,15.36,2018-11-01 04:48:02,2018-11-01 04:35:27,2.49
2,1,4.0,34.06,2018-11-01 04:51:55,2018-11-01 04:35:48,7.88
1,2,0.0,10.3,2018-11-01 04:45:05,2018-11-01 04:36:04,2.2
2,2,10.56,63.36,2018-11-01 05:00:03,2018-11-01 04:36:24,18.12
2,1,2.06,12.36,2018-11-01 04:45:49,2018-11-01 04:36:38,2.14
1,0,5.45,32.75,2018-11-01 05:06:32,2018-11-01 04:36:42,7.3
2,1,0.0,16.8,2018-11-01 04:52:37,2018-11-01 04:36:44,4.49
2,1,0.0,35.3,2018-11-01 04:58:15,2018-11-01 04:36:46,11.7
2,1,2.25,18.55,2018-11-01 04:50:50,2018-11-01 04:37:13,4.66
1,2,3.7,20.0,2018-11-01 04:51:13,2018-11-01 04:38:04,4.5
2,1,0.0,4.3,2018-11-01 04:39:23,2018-11-01 04:38:15,0.0
1,1,0.0,7.3,2018-11-01 04:43:46,2018-11-01 04:38:21,1.2
2,1,2.36,14.16,2018-11-01 04:48:29,2018-11-01 04:38:36,2.84
4,1,0.0,11.8,2018-11-01 04:49:09,2018-11-01 04:38:36,2.78
2,1,4.82,24.12,2018-11-01 04:56:36,2018-11-01 04:38:46,4.95
1,1,5.0,35.56,2018-11-01 04:55:09,2018-11-01 04:38:50,8.0
2,5,2.06,12.36,2018-11-01 04:47:52,2018-11-01 04:39:13,1.85
2,2,0.0,52.06,2018-11-01 05:04:51,2018-11-01 04:39:51,16.65
2,1,1.66,9.96,2018-11-01 04:45:35,2018-11-01 04:39:51,1.42
1,0,0.0,6.3,2018-11-01 04:44:23,2018-11-01 04:40:14,0.9
2,5,0.0,5.8,2018-11-01 04:43:11,2018-11-01 04:40:20,0.76
1,2,0.0,19.3,2018-11-01 04:58:07,2018-11-01 04:40:24,5.2
1,1,0.0,36.3,2018-11-01 05:02:33,2018-11-01 04:40:30,12.1
2,5,1.0,7.8,2018-11-01 04:43:46,2018-11-01 04:40:33,1.19
1,1,0.0,31.3,2018-11-01 05:15:17,2018-11-01 04:40:34,8.6
1,1,2.0,33.3,2018-11-01 05:07:46,2018-11-01 04:40:43,9.5
1,1,9.1,45.66,2018-11-01 04:58:25,2018-11-01 04:40:47,10.5
1,1,5.0,21.8,2018-11-01 04:56:52,2018-11-01 04:40:51,4.4
2,1,1.48,18.23,2018-11-01 04:52:51,2018-11-01 04:41:31,4.14
1,1,0.0,7.8,2018-11-01 04:48:16,2018-11-01 04:41:56,1.3
2,5,1.0,8.3,2018-11-01 04:47:56,2018-11-01 04:42:21,0.99
2,1,0.0,6.3,2018-11-01 04:45:01,2018-11-01 04:42:33,1.07
1,1,2.95,17.75,2018-11-01 04:57:07,2018-11-01 04:42:57,3.5
4,1,0.0,29.8,2018-11-01 05:06:29,2018-11-01 04:42:58,9.28
1,0,0.96,5.76,2018-11-01 04:45:00,2018-11-01 04:43:13,0.3
1,1,4.36,33.42,2018-11-01 04:56:04,2018-11-01 04:43:57,7.5
2,1,11.71,70.27,2018-11-01 05:03:08,2018-11-01 04:43:58,16.4
4,1,0.0,8.8,2018-11-01 04:49:24,2018-11-01 04:44:01,1.74
1,1,0.0,10.3,2018-11-01 04:50:33,2018-11-01 04:44:04,2.3
1,1,1.0,7.3,2018-11-01 04:46:43,2018-11-01 04:44:20,1.1
2,1,0.0,15.3,2018-11-01 04:59:21,2018-11-01 04:44:35,3.7
1,1,0.0,13.8,2018-11-01 05:00:04,2018-11-01 04:44:36,2.9
1,1,2.35,14.15,2018-11-01 04:54:47,2018-11-01 04:44:52,2.9
1,1,1.5,9.8,2018-11-01 04:52:17,2018-11-01 04:45:06,1.2
1,1,0.0,6.3,2018-11-01 04:48:29,2018-11-01 04:45:15,1.0
2,6,0.0,58.56,2018-11-01 05:08:26,2018-11-01 04:45:16,18.85
2,1,2.08,10.38,2018-11-01 04:52:37,2018-11-01 04:45:28,1.2
1,1,0.0,39.3,2018-11-01 05:30:12,2018-11-01 04:46:03,11.5
2,3,0.0,6.3,2018-11-01 04:50:43,2018-11-01 04:46:30,0.81
1,1,0.0,18.3,2018-11-01 05:02:05,2018-11-01 04:46:47,5.3
1,2,0.0,27.8,2018-11-01 05:05:37,2018-11-01 04:47:04,8.9
2,1,18.76,112.56,2018-11-01 05:22:54,2018-11-01 04:47:12,20.6
2,1,1.2,10.0,2018-11-01 04:54:59,2018-11-01 04:47:51,1.6
2,1,2.16,12.96,2018-11-01 04:56:59,2018-11-01 04:48:43,2.67
1,1,0.0,15.8,2018-11-01 05:00:00,2018-11-01 04:48:49,4.5
1,1,0.7,30.0,2018-11-01 05:13:25,2018-11-01 04:49:08,8.9
1,0,0.0,27.3,2018-11-01 05:12:51,2018-11-01 04:49:29,8.2
1,3,0.0,58.56,2018-11-01 05:53:04,2018-11-01 04:50:20,17.3
2,1,10.52,45.58,2018-11-01 05:06:59,2018-11-01 04:50:30,9.88
2,2,11.71,70.27,2018-11-01 05:17:39,2018-11-01 04:50:33,17.43
2,1,1.68,18.48,2018-11-01 05:10:37,2018-11-01 04:50:38,3.2
1,1,0.0,16.3,2018-11-01 05:07:39,2018-11-01 04:51:15,3.9
1,2,2.95,14.75,2018-11-01 05:03:04,2018-11-01 04:51:30,2.2
2,1,1.86,11.16,2018-11-01 04:58:52,2018-11-01 04:51:38,2.08
2,5,0.0,58.56,2018-11-01 05:22:25,2018-11-01 04:52:07,20.99
2,5,0.0,10.3,2018-11-01 04:59:46,2018-11-01 04:52:37,2.68
1,1,0.0,5.8,2018-11-01 04:55:31,2018-11-01 04:52:37,0.5
1,1,1.65,9.95,2018-11-01 04:59:15,2018-11-01 04:52:39,1.2
1,2,0.0,16.8,2018-11-01 05:17:38,2018-11-01 04:52:53,3.1
2,2,0.0,24.3,2018-11-01 05:12:41,2018-11-01 04:53:16,7.01
2,1,0.0,40.8,2018-11-01 05:23:57,2018-11-01 04:53:22,13.46
2,1,0.0,5.3,2018-11-01 04:56:35,2018-11-01 04:53:25,0.44
1,1,0.0,10.3,2018-11-01 05:02:16,2018-11-01 04:53:32,2.0
2,1,3.0,34.56,2018-11-01 05:12:04,2018-11-01 04:53:41,7.98
1,1,0.0,13.3,2018-11-01 05:06:12,2018-11-01 04:54:05,3.1
2,5,0.0,16.3,2018-11-01 05:06:43,2018-11-01 04:54:33,4.44
2,1,0.0,5.8,2018-11-01 04:57:36,2018-11-01 04:54:55,0.98
1,1,1.0,8.3,2018-11-01 05:00:16,2018-11-01 04:54:59,1.3
2,1,1.46,8.76,2018-11-01 05:00:18,2018-11-01 04:55:10,1.2
1,1,0.0,11.8,2018-11-01 05:05:00,2018-11-01 04:55:13,2.8
2,1,2.76,16.56,2018-11-01 05:08:04,2018-11-01 04:55:29,3.44
1,1,0.0,13.8,2018-11-01 05:07:27,2018-11-01 04:55:32,3.5
2,2,0.0,13.3,2018-11-01 05:07:23,2018-11-01 04:55:38,3.2
2,1,2.2,11.0,2018-11-01 05:03:18,2018-11-01 04:55:39,1.54
1,1,1.7,7.5,2018-11-01 04:58:32,2018-11-01 04:55:41,0.7
2,1,3.5,30.3,2018-11-01 05:14:40,2018-11-01 04:55:57,8.46
1,1,2.65,15.95,2018-11-01 05:06:28,2018-11-01 04:56:06,3.4
2,1,0.0,7.3,2018-11-01 05:02:31,2018-11-01 04:56:34,1.06
1,1,0.95,5.75,2018-11-01 04:57:50,2018-11-01 04:56:38,0.5
2,2,1.96,11.76,2018-11-01 05:04:17,2018-11-01 04:56:40,2.09
2,1,0.0,8.8,2018-11-01 05:03:53,2018-11-01 04:57:11,1.69
1,1,11.7,70.26,2018-11-01 05:20:45,2018-11-01 04:57:14,13.7
2,1,1.77,13.57,2018-11-01 05:06:52,2018-11-01 04:57:15,2.96
2,1,1.7,13.0,2018-11-01 05:05:29,2018-11-01 04:57:32,2.6
2,1,0.0,6.8,2018-11-01 05:03:21,2018-11-01 04:57:43,0.88
4,1,0.0,17.3,2018-11-01 05:10:33,2018-11-01 04:57:43,4.81
1,1,0.0,11.3,2018-11-01 05:07:14,2018-11-01 04:57:53,2.5
2,1,0.0,6.8,2018-11-01 05:03:07,2018-11-01 04:57:54,1.12
2,1,0.0,6.8,2018-11-01 05:02:51,2018-11-01 04:57:56,1.07
2,2,1.56,9.36,2018-11-01 05:05:35,2018-11-01 04:58:17,0.98
1,1,3.27,25.07,2018-11-01 05:19:29,2018-11-01 04:58:23,6.4
2,1,2.96,17.76,2018-11-01 05:11:54,2018-11-01 04:58:29,3.75
1,1,0.0,8.3,2018-11-01 05:05:06,2018-11-01 04:58:44,1.6
2,2,0.0,6.8,2018-11-01 05:03:09,2018-11-01 04:58:49,1.02
1,1,0.0,12.8,2018-11-01 05:10:09,2018-11-01 04:58:59,3.0
2,1,2.0,8.3,2018-11-01 05:02:50,2018-11-01 04:59:07,1.06
2,1,3.26,19.56,2018-11-01 05:16:11,2018-11-01 04:59:14,3.98
1,0,1.65,9.95,2018-11-01 05:06:26,2018-11-01 04:59:21,1.4
1,1,10.55,63.35,2018-11-01 05:22:48,2018-11-01 04:59:24,18.0
1,2,2.15,12.95,2018-11-01 05:09:03,2018-11-01 04:59:29,2.1
2,1,0.0,11.3,2018-11-01 05:11:18,2018-11-01 04:59:35,1.84
2,1,0.0,11.8,2018-11-01 05:10:06,2018-11-01 04:59:46,2.54
2,1,0.0,5.8,2018-11-01 05:04:39,2018-11-01 05:00:10,0.64
2,1,0.0,25.3,2018-11-01 05:18:47,2018-11-01 05:00:56,7.75
2,1,0.0,17.8,2018-11-01 05:21:19,2018-11-01 05:00:58,3.54
1,1,0.0,8.3,2018-11-01 05:06:51,2018-11-01 05:01:04,1.4
1,1,1.0,7.3,2018-11-01 05:04:49,2018-11-01 05:01:05,0.9
2,3,0.0,58.56,2018-11-01 05:31:25,2018-11-01 05:01:07,18.43
2,1,2.0,10.8,2018-11-01 05:07:48,2018-11-01 05:01:09,1.63
2,1,0.0,48.8,2018-11-01 05:29:16,2018-11-01 05:01:23,17.49
2,1,4.46,26.76,2018-11-01 05:17:20,2018-11-01 05:01:38,6.55
2,1,0.0,10.3,2018-11-01 05:12:51,2018-11-01 05:02:08,1.49
2,5,0.0,6.3,2018-11-01 05:06:28,2018-11-01 05:02:29,0.75
2,3,4.16,24.96,2018-11-01 05:22:26,2018-11-01 05:02:51,5.52
4,1,0.0,6.8,2018-11-01 05:07:49,2018-11-01 05:03:36,0.97
1,1,0.0,10.8,2018-11-01 05:11:59,2018-11-01 05:03:43,2.7
1,1,11.7,70.26,2018-11-01 05:29:33,2018-11-01 05:03:49,19.1
2,1,0.0,16.3,2018-11-01 05:17:46,2018-11-01 05:04:04,4.17
1,1,0.0,11.8,2018-11-01 05:13:45,2018-11-01 05:04:12,2.5
2,2,10.0,16.8,2018-11-01 05:10:16,2018-11-01 05:05:00,0.88
2,1,1.59,6.89,2018-11-01 05:06:48,2018-11-01 05:05:04,0.53
2,1,0.0,14.3,2018-11-01 05:19:36,2018-11-01 05:05:12,3.05
2,2,0.0,10.3,2018-11-01 05:15:09,2018-11-01 05:05:43,1.72
1,1,2.0,30.3,2018-11-01 05:25:34,2018-11-01 05:05:51,8.7
1,1,4.1,17.9,2018-11-01 05:19:42,2018-11-01 05:06:11,2.8
1,2,0.0,35.3,2018-11-01 05:35:56,2018-11-01 05:06:31,10.8
2,1,0.0,15.3,2018-11-01 05:21:44,2018-11-01 05:07:09,3.71
2,1,0.0,7.8,2018-11-01 05:13:16,2018-11-01 05:07:28,1.54
2,1,0.0,7.3,2018-11-01 05:13:49,2018-11-01 05:08:26,1.13
1,1,3.85,23.15,2018-11-01 05:25:21,2018-11-01 05:08:29,5.6
1,1,3.55,21.35,2018-11-01 05:24:49,2018-11-01 05:08:45,4.6
2,1,0.0,9.8,2018-11-01 05:16:23,2018-11-01 05:09:23,2.08
1,1,1.0,7.3,2018-11-01 05:13:05,2018-11-01 05:09:30,0.8
2,2,0.0,15.3,2018-11-01 05:27:25,2018-11-01 05:10:36,2.83
2,3,10.56,63.36,2018-11-01 05:39:02,2018-11-01 05:11:01,18.37
2,5,2.46,14.76,2018-11-01 05:20:29,2018-11-01 05:11:24,3.27
1,1,0.0,3.8,2018-11-01 05:11:38,2018-11-01 05:11:38,0.0
1,0,0.0,13.3,2018-11-01 05:23:12,2018-11-01 05:11:42,3.2
1,1,2.2,11.0,2018-11-01 05:19:50,2018-11-01 05:12:11,1.4
2,1,2.76,16.56,2018-11-01 05:22:46,2018-11-01 05:12:15,3.33
1,1,3.0,8.3,2018-11-01 05:15:18,2018-11-01 05:12:32,0.5
4,1,0.0,6.3,2018-11-01 05:15:26,2018-11-01 05:12:33,1.15
2,2,0.0,31.3,2018-11-01 05:34:46,2018-11-01 05:12:40,10.29
2,1,4.56,27.36,2018-11-01 05:26:06,2018-11-01 05:12:56,7.3
2,2,1.0,8.3,2018-11-01 05:18:55,2018-11-01 05:13:24,1.16
2,6,2.19,9.49,2018-11-01 05:20:39,2018-11-01 05:14:00,0.84
2,1,0.0,11.3,2018-11-01 05:22:38,2018-11-01 05:14:25,2.68
1,0,1.0,15.3,2018-11-01 05:28:58,2018-11-01 05:14:48,3.2
1,1,0.48,5.28,2018-11-01 05:17:07,2018-11-01 05:15:18,0.3
1,1,0.0,9.3,2018-11-01 05:22:17,2018-11-01 05:15:34,1.9
2,1,0.0,30.8,2018-11-01 05:46:18,2018-11-01 05:15:44,7.99
2,6,11.71,70.27,2018-11-01 05:45:50,2018-11-01 05:15:50,17.94
1,2,2.05,12.35,2018-11-01 05:23:16,2018-11-01 05:16:02,2.4
1,2,0.0,5.3,2018-11-01 05:19:25,2018-11-01 05:16:15,0.4
2,1,4.0,33.06,2018-11-01 05:29:34,2018-11-01 05:16:29,7.62
2,1,1.74,7.54,2018-11-01 05:19:22,2018-11-01 05:16:33,0.62
4,1,3.0,21.8,2018-11-01 05:29:14,2018-11-01 05:16:46,5.41
1,1,0.75,4.55,2018-11-01 05:17:23,2018-11-01 05:17:00,0.1
2,1,1.32,6.62,2018-11-01 05:20:13,2018-11-01 05:17:27,0.56
2,1,0.0,7.8,2018-11-01 05:23:27,2018-11-01 05:17:52,1.23
2,1,6.0,46.56,2018-11-01 05:45:55,2018-11-01 05:17:58,11.0
1,1,0.0,5.8,2018-11-01 05:21:51,2018-11-01 05:18:46,0.5
1,1,1.5,7.8,2018-11-01 05:22:16,2018-11-01 05:19:01,0.9
1,1,0.0,17.3,2018-11-01 05:31:48,2018-11-01 05:19:18,4.9
2,1,0.0,6.3,2018-11-01 05:23:22,2018-11-01 05:19:19,0.83
2,1,0.0,7.3,2018-11-01 05:25:14,2018-11-01 05:19:23,1.17
1,1,0.0,13.3,2018-11-01 05:31:06,2018-11-01 05:19:27,3.1
2,1,0.5,6.8,2018-11-01 05:22:40,2018-11-01 05:19:38,0.88
1,1,1.0,6.8,2018-11-01 05:23:07,2018-11-01 05:19:39,0.6
1,1,2.7,13.0,2018-11-01 05:29:11,2018-11-01 05:19:46,1.8
2,5,5.0,21.8,2018-11-01 05:33:21,2018-11-01 05:19:48,4.73
1,1,0.0,19.8,2018-11-01 05:34:47,2018-11-01 05:20:04,5.5
2,1,0.0,19.8,2018-11-01 05:36:48,2018-11-01 05:20:05,5.85
2,1,11.71,70.27,2018-11-01 05:41:11,2018-11-01 05:20:15,14.29
1,1,0.0,11.8,2018-11-01 05:28:41,2018-11-01 05:20:16,3.1
1,1,2.55,12.85,2018-11-01 05:30:25,2018-11-01 05:20:30,1.9
1,1,1.25,7.55,2018-11-01 05:24:28,2018-11-01 05:20:37,0.8
2,1,0.96,5.76,2018-11-01 05:23:17,2018-11-01 05:21:13,0.45
